setup,direction,entry_ts,exit_ts,entry_t,exit_t,stop_t,target_t,risk_ticks,pnl_ticks,pnl_usd,r_multiple,reason,mae_ticks,mfe_ticks,trend,lvn_strength,absorption_ratio,aggressor_share,stacked,hour
structure,1,2024-01-08 10:24:50.182027,2024-01-08 10:29:01.881508,19740.0,19740.0,19741.0,19754.0,7.0,0.0,-1.24,0.0,breakeven,-5.0,7.0,1,0.0,4.537389100126743,0.5810055865921788,1,10
lvn+structure,1,2024-01-09 13:48:40.843103,2024-01-09 13:52:32.135127,19934.0,19926.0,19927.0,19948.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-15.0,2.0,1,0.765348762455802,4.035523978685613,0.5470950704225352,1,13
lvn,-1,2024-01-10 10:25:28.111489,2024-01-10 10:32:17.501590,19911.0,19932.0,19931.0,19871.0,20.0,-21.0,-27.49,-1.05,stop,-27.0,2.0,1,0.7685011709601873,4.528414755732801,0.5173932188463232,2,10
structure,1,2024-01-10 10:52:58.520278,2024-01-10 11:01:51.809806,19868.0,19868.0,19869.0,19900.0,16.0,0.0,-1.24,0.0,breakeven,-1.0,16.0,1,0.0,5.373163565132224,0.5971563981042654,1,10
structure,-1,2024-01-10 13:46:21.085225,2024-01-10 13:50:31.917895,19987.0,19995.0,19994.0,19973.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-8.0,5.0,-1,0.0,3.4245689655172415,0.5663939584644431,1,13
lvn,-1,2024-01-11 14:58:39.957004,2024-01-11 15:00:11.284892,19926.0,19916.0,19925.0,19916.0,5.0,10.0,11.26,2.0,objectif,-1.0,11.0,0,0.8634389576966383,2.861771058315335,0.5947169811320755,1,14
lvn,1,2024-01-12 11:24:44.245190,2024-01-12 11:27:00.077876,19854.0,19849.0,19850.0,19862.0,4.0,-5.0,-7.49,-1.25,stop,-8.0,0.0,0,0.843054445839516,2.5918203688853247,0.5191831683168316,1,11
lvn,1,2024-01-12 14:57:00.069315,2024-01-12 15:20:45.916485,20048.0,20026.0,20027.0,20090.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,17.0,0,0.9989017023613399,9.885778275475923,0.5441776166742184,1,14
lvn,1,2024-01-15 12:08:42.432942,2024-01-15 12:14:15.939235,20093.0,20109.0,20094.0,20109.0,8.0,16.0,18.76,2.0,objectif,-3.0,16.0,0,0.7802293091820021,2.5625,0.5179340028694405,1,12
lvn+structure,-1,2024-01-16 12:19:16.197194,2024-01-16 12:23:18.318944,20069.0,20053.0,20068.0,20053.0,8.0,16.0,18.76,2.0,objectif,-6.0,17.0,-1,0.8146538955268096,3.1272727272727274,0.5456810631229236,1,12
lvn,-1,2024-01-16 13:13:07.141980,2024-01-16 13:15:27.498400,20080.0,20086.0,20085.0,20070.0,5.0,-6.0,-8.74,-1.2,stop,-6.0,2.0,0,0.9195220697146242,12.164921465968586,0.5229180116204003,1,13
lvn,-1,2024-01-16 14:21:08.870057,2024-01-16 14:35:26.943772,20220.0,20178.0,20219.0,20178.0,21.0,42.0,51.26,2.0,objectif,-7.0,44.0,0,0.7072214493486784,5.3342465753424655,0.5654853620955316,1,14
lvn,1,2024-01-16 14:49:36.436015,2024-01-16 14:55:26.688376,20127.0,20119.0,20120.0,20141.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-13.0,5.0,0,0.8722250252270434,3.5114093959731543,0.5129969418960245,1,14
lvn,1,2024-01-16 15:07:15.261113,2024-01-16 15:09:28.398951,20114.0,20104.0,20105.0,20132.0,9.0,-10.0,-13.74,-1.1111111111111112,stop,-17.0,0.0,-1,0.7661290322580645,5.0472334682861,0.5096256684491979,1,15
lvn,-1,2024-01-17 13:22:16.190844,2024-01-17 13:29:56.579704,19980.0,19995.0,19994.0,19952.0,14.0,-15.0,-19.99,-1.0714285714285714,stop,-15.0,3.0,1,0.9005385996409336,2.896551724137931,0.6083959899749374,1,13
lvn,-1,2024-01-17 14:01:23.043495,2024-01-17 14:07:50.069191,19988.0,19972.0,19987.0,19972.0,8.0,16.0,18.76,2.0,objectif,-6.0,19.0,0,0.8396111786148238,3.719607843137255,0.5724828676858197,1,14
lvn,1,2024-01-17 15:30:16.895140,2024-01-17 15:41:09.117286,19768.0,19746.0,19747.0,19810.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,16.0,-1,0.9668479668479668,6.30806257521059,0.5299504006104541,1,15
lvn,-1,2024-01-18 10:47:17.754351,2024-01-18 11:03:25.353416,19848.0,19806.0,19847.0,19806.0,21.0,42.0,51.26,2.0,objectif,-11.0,45.0,1,0.8677803677803677,6.174959871589085,0.5068884845334026,1,10
lvn,-1,2024-01-18 13:09:24.476416,2024-01-18 13:14:22.367193,19913.0,19932.0,19931.0,19877.0,18.0,-19.0,-24.99,-1.0555555555555556,stop,-20.0,4.0,1,0.7362082362082363,8.465437788018432,0.5288513881328253,1,13
lvn,-1,2024-01-18 13:33:19.087767,2024-01-18 13:38:54.407154,19957.0,19945.0,19963.0,19945.0,6.0,12.0,13.76,2.0,objectif,-4.0,13.0,0,0.7772597772597772,8.587688734030197,0.5150121720313768,1,13
lvn,-1,2024-01-19 15:15:28.128694,2024-01-19 15:21:29.019735,20043.0,20001.0,20042.0,20001.0,21.0,42.0,51.26,2.0,objectif,-2.0,42.0,0,0.8164965072541644,4.069444444444445,0.5415244596131968,1,15
lvn+structure,-1,2024-01-22 15:05:39.378845,2024-01-22 15:15:44.989371,19945.0,19945.0,19944.0,19903.0,21.0,-0.0,-1.24,-0.0,breakeven,-6.0,24.0,-1,0.8873433411375844,4.580821917808219,0.5402711323763956,1,15
lvn,-1,2024-01-23 09:42:53.940986,2024-01-23 09:43:18.550023,19913.0,19920.0,19919.0,19901.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-9.0,0.0,0,0.8605210988388559,2.867853795688847,0.5176470588235295,1,9
lvn,1,2024-01-23 12:18:16.276736,2024-01-23 13:20:17.360007,19869.0,19911.0,19870.0,19911.0,21.0,42.0,51.26,2.0,objectif,-8.0,44.0,-1,0.8623472446391515,3.2310405643738975,0.5775109170305677,1,12
lvn,-1,2024-01-23 14:50:18.122772,2024-01-23 15:15:09.541756,19620.0,19642.0,19641.0,19578.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,11.0,-1,0.9853372434017595,5.44290288153682,0.5247058823529411,1,14
lvn,-1,2024-01-24 11:54:27.497306,2024-01-24 12:19:46.756524,19830.0,19852.0,19851.0,19788.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-27.0,17.0,1,0.8395708582834331,5.811224489795919,0.5478489903424056,1,11
lvn+structure,1,2024-01-25 10:18:03.914696,2024-01-25 10:38:32.346078,19617.0,19617.0,19618.0,19659.0,21.0,0.0,-1.24,0.0,breakeven,-12.0,21.0,1,0.8486493005306319,5.181384248210024,0.5647167204053432,1,10
structure,-1,2024-01-25 11:16:09.698799,2024-01-25 11:19:16.901197,19609.0,19599.0,19608.0,19599.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,-1,0.0,2.9394205443371377,0.5268817204301075,1,11
structure,-1,2024-01-25 11:51:16.920068,2024-01-25 11:56:54.950930,19596.0,19604.0,19603.0,19582.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-10.0,4.0,-1,0.0,2.782187802516941,0.5024356297842728,1,11
structure,-1,2024-01-26 11:38:57.447311,2024-01-26 12:02:54.090519,19853.0,19811.0,19852.0,19811.0,21.0,42.0,51.26,2.0,objectif,-19.0,48.0,-1,0.0,6.012861736334405,0.5215686274509804,1,11
structure,-1,2024-01-26 13:40:48.330252,2024-01-26 13:41:28.271527,19726.0,19734.0,19733.0,19712.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-9.0,0.0,-1,0.0,2.878205128205128,0.5048255382331106,2,13
lvn,-1,2024-01-29 11:51:13.144119,2024-01-29 11:58:38.241733,19840.0,19840.0,19839.0,19812.0,14.0,-0.0,-1.24,-0.0,breakeven,-6.0,18.0,0,0.8952164009111617,4.390488110137672,0.5068415051311288,1,11
lvn,-1,2024-01-29 12:25:02.778251,2024-01-29 13:08:05.062614,19833.0,19855.0,19854.0,19791.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,3.0,0,0.8952164009111617,5.604072398190045,0.5050464271295922,1,12
lvn,1,2024-01-29 15:06:09.272197,2024-01-29 15:25:18.005463,19891.0,19891.0,19892.0,19931.0,20.0,0.0,-1.24,0.0,breakeven,-7.0,25.0,0,0.9874106839060905,2.9725,0.5172413793103449,1,15
lvn,1,2024-01-30 10:19:39.331385,2024-01-30 10:28:01.472468,19910.0,19952.0,19911.0,19952.0,21.0,42.0,51.26,2.0,objectif,-1.0,44.0,-1,0.7010779961953075,2.6637265711135614,0.5413907284768212,1,10
lvn,-1,2024-01-30 11:43:22.038555,2024-01-30 11:51:04.460227,19971.0,19943.0,19970.0,19943.0,14.0,28.0,33.76,2.0,objectif,-1.0,30.0,0,0.9685478757133799,5.271634615384615,0.5380756953944369,1,11
structure,-1,2024-01-30 12:23:41.217207,2024-01-30 12:25:09.773465,19828.0,19816.0,19827.0,19816.0,6.0,12.0,13.76,2.0,objectif,-1.0,13.0,-1,0.0,6.083333333333333,0.5215264187866928,1,12
lvn,1,2024-01-30 14:25:44.386108,2024-01-30 14:33:06.663951,19808.0,19850.0,19809.0,19850.0,21.0,42.0,51.26,2.0,objectif,-1.0,42.0,0,0.8873305722891567,4.032686414708887,0.5440729483282675,1,14
structure,-1,2024-01-31 10:14:58.032439,2024-01-31 10:27:14.375709,19797.0,19759.0,19796.0,19759.0,19.0,38.0,46.26,2.0,objectif,-12.0,39.0,-1,0.0,5.396341463414634,0.5333333333333333,1,10
lvn+structure,1,2024-02-01 13:03:42.960384,2024-02-01 13:09:10.536905,19880.0,19869.0,19870.0,19900.0,10.0,-11.0,-14.99,-1.1,stop,-11.0,2.0,1,0.7581231079717456,5.4215885947046845,0.5289256198347108,1,13
lvn+structure,-1,2024-02-01 15:03:08.984162,2024-02-01 15:05:34.858744,19890.0,19895.0,19894.0,19882.0,4.0,-5.0,-7.49,-1.25,stop,-9.0,0.0,-1,0.87941473259334,5.044303797468355,0.5548933500627352,1,15
structure,1,2024-02-02 11:50:32.377126,2024-02-02 11:57:34.046624,19873.0,19911.0,19874.0,19911.0,19.0,38.0,46.26,2.0,objectif,-1.0,38.0,1,0.0,6.199456029011786,0.519742614799649,1,11
lvn,1,2024-02-05 10:51:09.840278,2024-02-05 11:02:08.413539,20012.0,20054.0,20013.0,20054.0,21.0,42.0,51.26,2.0,objectif,-1.0,42.0,0,0.9814724997574934,3.779679144385027,0.5212224108658744,1,10
lvn+structure,-1,2024-02-05 14:16:52.218529,2024-02-05 14:24:10.628087,19779.0,19795.0,19794.0,19749.0,15.0,-16.0,-21.24,-1.0666666666666667,stop,-22.0,5.0,-1,0.9981106329379658,3.3119605425400738,0.5636634400595681,1,14
lvn+structure,1,2024-02-05 15:10:43.500064,2024-02-05 15:13:08.923804,19735.0,19743.0,19736.0,19743.0,4.0,8.0,8.76,2.0,objectif,-2.0,15.0,1,0.9796737095480075,3.9148418491484187,0.5251709136109385,1,15
lvn+structure,1,2024-02-06 15:19:22.010081,2024-02-06 15:21:09.866812,19796.0,19787.0,19788.0,19812.0,8.0,-9.0,-12.49,-1.125,stop,-10.0,7.0,1,0.9286104733792501,6.207207207207207,0.5534591194968553,1,15
lvn,1,2024-02-06 15:32:11.267796,2024-02-06 15:55:10.906624,19775.0,19787,19754.0,19817.0,21.0,12.0,13.76,0.5714285714285714,fin_de_seance,-19.0,20.0,-1,0.8717612331912102,4.5038167938931295,0.5186440677966102,1,15
lvn,-1,2024-02-07 10:30:45.734686,2024-02-07 10:34:03.104695,19794.0,19794.0,19793.0,19778.0,8.0,-0.0,-1.24,-0.0,breakeven,-6.0,9.0,0,0.7879410117603136,3.755056179775281,0.5008976660682226,1,10
lvn,-1,2024-02-07 12:12:59.340235,2024-02-07 12:24:10.335621,19881.0,19863.0,19880.0,19863.0,9.0,18.0,21.26,2.0,objectif,-7.0,25.0,0,0.9100119738417611,4.640256959314775,0.5362251961236733,1,12
structure,-1,2024-02-07 14:10:32.825442,2024-02-07 14:16:23.759524,19778.0,19799.0,19798.0,19738.0,20.0,-21.0,-27.49,-1.05,stop,-24.0,1.0,-1,0.0,4.093984962406015,0.5633608815426997,2,14
structure,-1,2024-02-08 12:16:39.736136,2024-02-08 12:21:28.585558,19733.0,19748.0,19747.0,19705.0,14.0,-15.0,-19.99,-1.0714285714285714,stop,-17.0,9.0,-1,0.0,3.942982456140351,0.5083426028921023,1,12
lvn,1,2024-02-08 14:07:31.305814,2024-02-08 14:46:16.432841,19731.0,19731.0,19732.0,19771.0,20.0,0.0,-1.24,0.0,breakeven,-18.0,30.0,-1,0.8237844533911427,2.5060773480662983,0.5361552028218695,1,14
lvn,-1,2024-02-09 13:03:01.714529,2024-02-09 13:11:08.550213,19672.0,19694.0,19693.0,19630.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,0.0,1,0.9166177678676212,3.9617682198327357,0.635102533172497,1,13
structure,-1,2024-02-09 14:47:25.535521,2024-02-09 15:02:43.531906,19744.0,19744.0,19743.0,19722.0,11.0,-0.0,-1.24,-0.0,breakeven,-9.0,21.0,-1,0.0,4.489528795811518,0.524198250728863,1,14
lvn+structure,-1,2024-02-12 10:08:09.782852,2024-02-12 10:29:30.536441,19796.0,19796.0,19795.0,19754.0,21.0,-0.0,-1.24,-0.0,breakeven,-19.0,38.0,-1,0.935677613096968,3.4759036144578315,0.5453495089543616,1,10
lvn+structure,1,2024-02-13 12:15:13.731619,2024-02-13 12:29:02.553146,20033.0,20011.0,20012.0,20075.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,10.0,1,0.995847489618724,2.95959595959596,0.5399317406143345,1,12
structure,-1,2024-02-13 14:40:10.116719,2024-02-13 15:12:56.502934,19858.0,19880.0,19879.0,19816.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-24.0,13.0,-1,0.0,2.5792031098153547,0.5101733232856066,1,14
lvn+structure,1,2024-02-14 10:11:08.844036,2024-02-14 10:27:02.868934,19983.0,20021.0,19984.0,20021.0,19.0,38.0,46.26,2.0,objectif,-4.0,39.0,1,0.9143854748603352,6.117882117882118,0.5310254735467015,1,10
structure,-1,2024-02-14 10:33:44.145416,2024-02-14 10:38:39.048611,20041.0,20025.0,20040.0,20025.0,8.0,16.0,18.76,2.0,objectif,-6.0,20.0,-1,0.0,4.6929637526652455,0.5402089959109496,1,10
lvn,-1,2024-02-15 12:22:36.422236,2024-02-15 13:16:06.009600,19695.0,19695.0,19694.0,19657.0,19.0,-0.0,-1.24,-0.0,breakeven,-4.0,31.0,1,0.911266783420899,5.408333333333333,0.5208012326656395,1,12
lvn,-1,2024-02-15 13:53:23.963501,2024-02-15 14:04:44.036524,19754.0,19776.0,19775.0,19712.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,9.0,0,0.9784034554471285,2.5041224970553593,0.5522107243650047,1,13
lvn,-1,2024-02-15 14:33:56.210787,2024-02-15 14:37:44.760251,19770.0,19770.0,19769.0,19756.0,7.0,-0.0,-1.24,-0.0,breakeven,-1.0,9.0,0,0.9265717485202367,6.186770428015564,0.5555555555555556,1,14
lvn,-1,2024-02-16 11:39:04.917923,2024-02-16 11:54:25.225422,19900.0,19922.0,19921.0,19858.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-24.0,10.0,1,0.9807413543176641,5.298787210584344,0.5156054931335831,1,11
lvn,1,2024-02-19 10:32:08.038097,2024-02-19 10:34:06.265165,19887.0,19879.0,19880.0,19901.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-9.0,0.0,0,0.9460563077584354,6.434234234234234,0.5267432091851022,1,10
lvn,1,2024-02-19 11:27:22.990457,2024-02-19 11:59:16.254981,19841.0,19881.0,19842.0,19881.0,20.0,40.0,48.76,2.0,objectif,-9.0,47.0,0,0.8438836612489307,4.132464712269273,0.512348922753547,1,11
lvn,1,2024-02-19 13:43:21.562268,2024-02-19 13:59:16.368774,19871.0,19913.0,19872.0,19913.0,21.0,42.0,51.26,2.0,objectif,-1.0,44.0,-1,0.9186111629643458,5.8314108251996455,0.5426049908703591,1,13
lvn+structure,-1,2024-02-20 09:42:17.713284,2024-02-20 09:44:46.770410,19743.0,19749.0,19748.0,19733.0,5.0,-6.0,-8.74,-1.2,stop,-6.0,2.0,-1,0.9815431709732602,6.772020725388601,0.5459066564651874,1,9
lvn+structure,1,2024-02-20 10:17:54.934333,2024-02-20 10:46:27.958569,19807.0,19786.0,19787.0,19847.0,20.0,-21.0,-27.49,-1.05,stop,-21.0,17.0,1,0.9279297466437872,2.7983193277310923,0.5420420420420421,1,10
structure,-1,2024-02-20 14:25:10.736156,2024-02-20 14:36:26.045729,19850.0,19870.0,19869.0,19812.0,19.0,-20.0,-26.24,-1.0526315789473684,stop,-22.0,14.0,-1,0.0,4.429268292682927,0.5407488986784141,1,14
lvn,-1,2024-02-20 15:01:52.594141,2024-02-20 15:20:26.406548,19874.0,19874.0,19873.0,19838.0,18.0,-0.0,-1.24,-0.0,breakeven,-4.0,25.0,1,0.7568385060494477,11.047821466524974,0.533859176606387,1,15
lvn,-1,2024-02-22 11:26:51.580081,2024-02-22 11:54:43.781334,19618.0,19618.0,19617.0,19576.0,21.0,-0.0,-1.24,-0.0,breakeven,-1.0,30.0,0,0.9739179209124054,5.852032520325203,0.5120866907474299,1,11
structure,1,2024-02-22 12:23:27.244525,2024-02-22 13:03:13.390255,19595.0,19613.0,19596.0,19613.0,9.0,18.0,21.26,2.0,objectif,-7.0,21.0,1,0.0,4.4173591874422895,0.5209030100334449,1,12
structure,1,2024-02-26 10:47:34.836576,2024-02-26 10:56:37.534206,19502.0,19490.0,19491.0,19524.0,11.0,-12.0,-16.24,-1.0909090909090908,stop,-11.0,10.0,1,0.0,2.9181561618062086,0.5241779497098646,1,10
lvn,1,2024-02-26 12:18:25.165001,2024-02-26 12:25:06.664398,19469.0,19462.0,19463.0,19481.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-14.0,3.0,-1,0.7683247713319132,3.0901883052527253,0.5182809493264914,1,12
lvn,1,2024-02-27 10:19:33.795656,2024-02-27 10:21:23.571513,19666.0,19659.0,19660.0,19678.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-9.0,0.0,-1,0.9580111490739076,5.4882260596546315,0.5623569794050344,1,10
lvn+structure,-1,2024-02-27 13:17:57.190050,2024-02-27 13:24:51.518584,19640.0,19662.0,19661.0,19598.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-22.0,3.0,-1,0.7404210526315789,8.99874529485571,0.5184049079754601,1,13
lvn,1,2024-02-27 14:55:47.062180,2024-02-27 15:14:07.886122,19561.0,19539.0,19540.0,19603.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,7.0,0,0.9125782583949915,3.7787610619469025,0.5362997658079626,1,14
lvn,-1,2024-02-27 15:27:36.781865,2024-02-27 15:31:12.757632,19597.0,19587.0,19596.0,19587.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,0,0.914513375071144,4.076555023923445,0.5352112676056338,1,15
lvn,-1,2024-02-28 11:14:39.406250,2024-02-28 11:19:34.880649,19590.0,19590.0,19589.0,19578.0,6.0,-0.0,-1.24,-0.0,breakeven,-4.0,7.0,1,0.8104723961297666,7.6643741403026135,0.5865039483129936,1,11
lvn,-1,2024-02-28 11:56:31.807574,2024-02-28 12:16:13.499582,19623.0,19581.0,19622.0,19581.0,21.0,42.0,51.26,2.0,objectif,-20.0,48.0,1,0.8514513375071144,6.247578040904198,0.5306685044796692,1,11
lvn,-1,2024-02-28 14:18:54.666498,2024-02-28 15:18:42.239416,19549.0,19571.0,19570.0,19507.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-21.0,15.0,1,0.814698346144887,3.045177045177045,0.5028067361668003,1,14
lvn,-1,2024-02-28 15:47:48.931318,2024-02-28 15:49:22.200006,19572.0,19578.0,19577.0,19562.0,5.0,-6.0,-8.74,-1.2,stop,-6.0,2.0,0,0.8109281559760793,7.13302752293578,0.5192926045016077,1,15
structure,-1,2024-02-29 15:04:51.378294,2024-02-29 15:13:25.480770,19613.0,19571.0,19612.0,19571.0,21.0,42.0,51.26,2.0,objectif,-5.0,42.0,-1,0.0,3.3564614050303554,0.544702842377261,1,15
lvn,-1,2024-03-01 11:10:45.312301,2024-03-01 11:17:21.438249,19659.0,19659.0,19658.0,19647.0,6.0,-0.0,-1.24,-0.0,breakeven,-4.0,8.0,1,0.907374779763403,4.583427922814983,0.5423476968796433,1,11
lvn,-1,2024-03-01 15:43:48.534082,2024-03-01 15:55:14.530233,19658.0,19643,19679.0,19616.0,21.0,15.0,17.51,0.7142857142857143,fin_de_seance,-12.0,15.0,1,0.989906740644552,3.8660714285714284,0.523094688221709,1,15
